A;RTSALEDATA;224;20200525 01:02;VALNET;
B;224;2936075;1;20200525 01:02;;;2;JACARANDA TCE;GLENMORE PARK;2745;855.5;M;20200203;20200521;1475000;R2;R;RESIDENCE;;RKL;;0;AQ119521;
C;224;2936075;1;20200525 01:02;8932/1043708;
D;224;2936075;1;20200525 01:02;P;;;;;;
D;224;2936075;1;20200525 01:02;P;;;;;;
D;224;2936075;1;20200525 01:02;V;;;;;;
D;224;2936075;1;20200525 01:02;V;;;;;;
B;224;3411275;2;20200525 01:02;;2;13;WILSON ST;ST MARYS;2760;314;M;20200414;20200515;500000;;R;RESIDENCE;2;;;0;AQ106033;
C;224;3411275;2;20200525 01:02;2/SP81331;
D;224;3411275;2;20200525 01:02;P;;;;;;
D;224;3411275;2;20200525 01:02;P;;;;;;
D;224;3411275;2;20200525 01:02;V;;;;;;
B;224;3411275;3;20200525 01:02;;30;13;WILSON ST;ST MARYS;2760;218;M;20200404;20200518;460000;;R;RESIDENCE;30;;;0;AQ111324;
C;224;3411275;3;20200525 01:02;30/SP81331;
D;224;3411275;3;20200525 01:02;P;;;;;;
D;224;3411275;3;20200525 01:02;P;;;;;;
D;224;3411275;3;20200525 01:02;V;;;;;;
D;224;3411275;3;20200525 01:02;V;;;;;;
B;224;4234951;4;20200525 01:02;;;142;KENILWORTH CRES;CRANEBROOK;2749;4099;M;20191122;20200521;840000;R5;V;VACANT LAND;;ACB;;0;AQ119615;
C;224;4234951;4;20200525 01:02;715/1235964;
D;224;4234951;4;20200525 01:02;P;;;;;;
D;224;4234951;4;20200525 01:02;P;;;;;;
D;224;4234951;4;20200525 01:02;V;;;;;;
B;224;4233581;5;20200525 01:02;;38;12;VISTA ST;PENRITH;2750;115;M;20200403;20200518;508500;;R;RESIDENCE;38;;;0;AQ111308;
C;224;4233581;5;20200525 01:02;38/SP100052;
D;224;4233581;5;20200525 01:02;P;;;;;;
D;224;4233581;5;20200525 01:02;V;;;;;;
B;224;2527870;6;20200525 01:02;;5;30;ALBERT ST;WERRINGTON;2747;;;20200406;20200518;412000;;R;RESIDENCE;5;;;0;AQ110916;
C;224;2527870;6;20200525 01:02;5/SP17340;
D;224;2527870;6;20200525 01:02;P;;;;;;
D;224;2527870;6;20200525 01:02;V;;;;;;
B;224;2528802;7;20200525 01:02;;;50;ANDROMEDA DR;CRANEBROOK;2749;569.4;M;20200217;20200518;810000;R2;R;RESIDENCE;;RAV;;0;AQ110375;
C;224;2528802;7;20200525 01:02;574/1008716;
D;224;2528802;7;20200525 01:02;P;;;;;;
D;224;2528802;7;20200525 01:02;P;;;;;;
D;224;2528802;7;20200525 01:02;V;;;;;;
D;224;2528802;7;20200525 01:02;V;;;;;;
B;224;2541669;8;20200525 01:02;;6;147;COX AVE;PENRITH;2750;;;20200416;20200521;460000;;R;RESIDENCE;6;;;0;AQ119082;
C;224;2541669;8;20200525 01:02;6/SP53153;
D;224;2541669;8;20200525 01:02;P;;;;;;
D;224;2541669;8;20200525 01:02;P;;;;;;
D;224;2541669;8;20200525 01:02;V;;;;;;
D;224;2541669;8;20200525 01:02;V;;;;;;
B;224;2549702;9;20200525 01:02;;;2;GLADYS ST;KINGSWOOD;2747;645;M;20200328;20200520;600000;R2;R;RESIDENCE;;RGT;;0;AQ116740;
C;224;2549702;9;20200525 01:02;8/28708;
D;224;2549702;9;20200525 01:02;P;;;;;;
D;224;2549702;9;20200525 01:02;V;;;;;;
D;224;2549702;9;20200525 01:02;V;;;;;;
B;224;2536314;10;20200525 01:02;;;46;CAMELLIA AVE;GLENMORE PARK;2745;465;M;20200306;20200515;500000;R2;R;RESIDENCE;;RKL;;0;AQ105305;
C;224;2536314;10;20200525 01:02;7/845494;
D;224;2536314;10;20200525 01:02;P;;;;;;
D;224;2536314;10;20200525 01:02;P;;;;;;
D;224;2536314;10;20200525 01:02;V;;;;;;
D;224;2536314;10;20200525 01:02;V;;;;;;
B;224;2539134;11;20200525 01:02;;;39;CHESTERFIELD RD;SOUTH PENRITH;2750;645;M;20200226;20200520;730000;R2;R;RESIDENCE;;RGG;;0;AQ116746;
C;224;2539134;11;20200525 01:02;260/240525;
D;224;2539134;11;20200525 01:02;P;;;;;;
D;224;2539134;11;20200525 01:02;P;;;;;;
D;224;2539134;11;20200525 01:02;V;;;;;;
D;224;2539134;11;20200525 01:02;V;;;;;;
B;224;2547747;12;20200525 01:02;;;7;FONTANA CL;ST CLAIR;2759;625.5;M;20200422;20200520;590000;R2;R;RESIDENCE;;RAA;;0;AQ116277;
C;224;2547747;12;20200525 01:02;410/263844;
D;224;2547747;12;20200525 01:02;P;;;;;;
D;224;2547747;12;20200525 01:02;V;;;;;;
D;224;2547747;12;20200525 01:02;V;;;;;;
B;224;2537036;13;20200525 01:02;;;5;CARNATION AVE;CLAREMONT MEADOWS;2747;744;M;20200212;20200402;632000;R2;R;RESIDENCE;;RAM;;0;AQ10301;
