A;RTSALEDATA;247;20200127 01:02;VALNET;
B;247;3643652;1;20200127 01:02;FARR PARK;;710;FARR PARK RD;WEE WAA;2388;404.686;H;20191203;20200123;200000;RU1;3;FARM;;RRP;;0;AP854478;
C;247;3643652;1;20200127 01:02;40/757089;
D;247;3643652;1;20200127 01:02;P;;;;;;
D;247;3643652;1;20200127 01:02;V;;;;;;
D;247;3643652;1;20200127 01:02;V;;;;;;
B;247;2654763;2;20200127 01:02;ROBS RETREAT;;549;FARR PARK RD;WEE WAA;2388;101.1;H;20191202;20200123;40000;RU1;3;FARM;;RRP;;0;AP854486;
C;247;2654763;2;20200127 01:02;1/793616;
D;247;2654763;2;20200127 01:02;P;;;;;;
D;247;2654763;2;20200127 01:02;V;;;;;;
D;247;2654763;2;20200127 01:02;V;;;;;;
D;247;2654763;2;20200127 01:02;V;;;;;;
B;247;2654795;3;20200127 01:02;;;401;OAKEY VALLEY RD;MAULES CREEK;2382;201.1;H;20200107;20200121;40000;RU1;V;VACANT LAND;;RRG;;0;AP845823;
C;247;2654795;3;20200127 01:02;28/754933;
D;247;2654795;3;20200127 01:02;P;;;;;;
D;247;2654795;3;20200127 01:02;P;;;;;;
D;247;2654795;3;20200127 01:02;V;;;;;;
D;247;2654795;3;20200127 01:02;V;;;;;;
B;247;2658023;4;20200127 01:02;;;50;DALE ST;NARRABRI;2390;803;M;20191210;20200115;140000;R1;R;RESIDENCE;;ANA;;0;AP848221;
C;247;2658023;4;20200127 01:02;8/227723;
D;247;2658023;4;20200127 01:02;P;;;;;;
D;247;2658023;4;20200127 01:02;P;;;;;;
D;247;2658023;4;20200127 01:02;P;;;;;;
D;247;2658023;4;20200127 01:02;P;;;;;;
D;247;2658023;4;20200127 01:02;V;;;;;;
D;247;2658023;4;20200127 01:02;V;;;;;;
B;247;2658918;5;20200127 01:02;;;9;JENKINS ST;NARRABRI;2390;1136;M;20191118;20200117;405000;R1;R;RESIDENCE;;ANA;;0;AP836053;
C;247;2658918;5;20200127 01:02;7/253597;
D;247;2658918;5;20200127 01:02;P;;;;;;
D;247;2658918;5;20200127 01:02;P;;;;;;
D;247;2658918;5;20200127 01:02;P;;;;;;
D;247;2658918;5;20200127 01:02;P;;;;;;
D;247;2658918;5;20200127 01:02;V;;;;;;
D;247;2658918;5;20200127 01:02;V;;;;;;
B;247;2658919;6;20200127 01:02;;8;7;JENKINS ST;NARRABRI;2390;;;20191209;20200120;115000;;R;RESIDENCE;8;;;0;AP841583;
C;247;2658919;6;20200127 01:02;8/SP30481;
D;247;2658919;6;20200127 01:02;P;;;;;;
D;247;2658919;6;20200127 01:02;P;;;;;;
D;247;2658919;6;20200127 01:02;V;;;;;;
D;247;2658919;6;20200127 01:02;V;;;;;;
B;247;2659943;7;20200127 01:02;;;68;UGOA ST;NARRABRI;2390;701.9;M;20191211;20200122;330000;R1;R;RESIDENCE;;AND;;0;AP850498;
C;247;2659943;7;20200127 01:02;17/224570;
D;247;2659943;7;20200127 01:02;P;;;;;;
D;247;2659943;7;20200127 01:02;V;;;;;;
D;247;2659943;7;20200127 01:02;V;;;;;;
B;247;2660045;8;20200127 01:02;;;30;VIOLET ST;NARRABRI;2390;1012;M;20191218;20200117;235000;R1;R;RESIDENCE;;ANA;;0;AP836775;
C;247;2660045;8;20200127 01:02;5/17803;
D;247;2660045;8;20200127 01:02;P;;;;;;
D;247;2660045;8;20200127 01:02;P;;;;;;
D;247;2660045;8;20200127 01:02;V;;;;;;
Z;51;8;8;33;
