A;RTSALEDATA;231;20201019 01:07;VALNET;
B;231;3436071;1;20201019 01:07;;;8;UNGARIE ST;UNGARIE;2669;1.157;H;20200930;20200930;65000;R5;R;RESIDENCE;;LUG;;0;AQ461895;
C;231;3436071;1;20201019 01:07;1, 2/209627;
D;231;3436071;1;20201019 01:07;P;;;;;;
D;231;3436071;1;20201019 01:07;P;;;;;;
D;231;3436071;1;20201019 01:07;V;;;;;;
B;231;4251225;2;20201019 01:07;;;6;GELLING ST;WEST WYALONG;2671;3.175;H;20201008;20201015;160000;R5;V;VACANT LAND;;LWW;;0;AQ472519;
C;231;4251225;2;20201019 01:07;1/1258219;
D;231;4251225;2;20201019 01:07;P;;;;;;
D;231;4251225;2;20201019 01:07;P;;;;;;
D;231;4251225;2;20201019 01:07;V;;;;;;
D;231;4251225;2;20201019 01:07;V;;;;;;
Z;13;2;2;7;
