A;RTSALEDATA;252;20201019 01:07;VALNET;
B;252;2677744;1;20201019 01:07;;;18 S;TOWERS ST;WALCHA;2354;1134;M;20200828;20201009;240000;R1;R;RESIDENCE;;AAA;;0;AQ458401;
C;252;2677744;1;20201019 01:07;15/610233;
D;252;2677744;1;20201019 01:07;P;;;;;;
D;252;2677744;1;20201019 01:07;P;;;;;;
D;252;2677744;1;20201019 01:07;V;;;;;;
B;252;2676170;2;20201019 01:07;SPRING PARK;;9;MACKAY AVE;WALCHA ROAD;2354;2.579;H;20200902;20201015;380000;RU5;R;RESIDENCE;;AAV;;0;AQ472621;
C;252;2676170;2;20201019 01:07;2/180697 3/304594 A, B, C, D/327445 255, 261, 262/753836;
D;252;2676170;2;20201019 01:07;P;;;;;;
D;252;2676170;2;20201019 01:07;P;;;;;;
D;252;2676170;2;20201019 01:07;V;;;;;;
D;252;2676170;2;20201019 01:07;V;;;;;;
Z;13;2;2;7;
