A;RTSALEDATA;103;20201019 01:06;VALNET;
B;103;1168594;1;20201019 01:06;;;40 A;MANGERTON RD;WOLLONGONG;2500;809.4;M;20200908;20201015;880000;R2;R;RESIDENCE;;ABJ;;0;AQ474162;
C;103;1168594;1;20201019 01:06;B/417675;
D;103;1168594;1;20201019 01:06;P;;;;;;
D;103;1168594;1;20201019 01:06;P;;;;;;
D;103;1168594;1;20201019 01:06;V;;;;;;
B;103;1152495;2;20201019 01:06;;;1;GLOBE LANE;WOLLONGONG;2500;177;M;20200730;20201013;2050000;B3;3;SHOP;;BBD;;0;AQ468339;
C;103;1152495;2;20201019 01:06;3/209593;
D;103;1152495;2;20201019 01:06;P;;;;;;
D;103;1152495;2;20201019 01:06;V;;;;;;
B;103;1166160;3;20201019 01:06;;2;28;RAILWAY PDE;THIRROUL;2515;;;20200817;20201012;815000;;R;RESIDENCE;2;;;0;AQ463388;
C;103;1166160;3;20201019 01:06;2/SP53035;
D;103;1166160;3;20201019 01:06;P;;;;;;
D;103;1166160;3;20201019 01:06;V;;;;;;
B;103;1163969;4;20201019 01:06;;2;84;KURRAJONG ST;WINDANG;2528;;;20200828;20201009;440000;;R;RESIDENCE;2;;;0;AQ459357;
C;103;1163969;4;20201019 01:06;2/SP38440;
D;103;1163969;4;20201019 01:06;P;;;;;;
D;103;1163969;4;20201019 01:06;V;;;;;;
B;103;1166603;5;20201019 01:06;;;34;LAWSON ST;FAIRY MEADOW;2519;626;M;20200730;20201015;775000;R2;R;RESIDENCE;;AAQ;;0;AQ475116;
C;103;1166603;5;20201019 01:06;51/19641;
D;103;1166603;5;20201019 01:06;P;;;;;;
D;103;1166603;5;20201019 01:06;P;;;;;;
D;103;1166603;5;20201019 01:06;V;;;;;;
D;103;1166603;5;20201019 01:06;V;;;;;;
B;103;1153346;6;20201019 01:06;;;14;GRAY ST;WOONONA;2517;727.2;M;20200814;20201014;840000;R2;R;RESIDENCE;;AAJ;;0;AQ470102;
C;103;1153346;6;20201019 01:06;11/N/2697;
D;103;1153346;6;20201019 01:06;P;;;;;;
D;103;1153346;6;20201019 01:06;P;;;;;;
D;103;1153346;6;20201019 01:06;V;;;;;;
D;103;1153346;6;20201019 01:06;V;;;;;;
D;103;1153346;6;20201019 01:06;V;;;;;;
B;103;1169654;7;20201019 01:06;;3;9;MATTHEWS ST;WOLLONGONG;2500;;;20200916;20201014;485000;;R;RESIDENCE;3;;;0;AQ469681;
C;103;1169654;7;20201019 01:06;3/SP12442;
D;103;1169654;7;20201019 01:06;P;;;;;;
D;103;1169654;7;20201019 01:06;V;;;;;;
B;103;1161645;8;20201019 01:06;;;83;KEIRA ST;PORT KEMBLA;2505;860;M;20201002;20201014;600000;R2;R;RESIDENCE;;ABH;;0;AQ470707;
C;103;1161645;8;20201019 01:06;14/2/8703;
D;103;1161645;8;20201019 01:06;P;;;;;;
D;103;1161645;8;20201019 01:06;P;;;;;;
D;103;1161645;8;20201019 01:06;V;;;;;;
D;103;1161645;8;20201019 01:06;V;;;;;;
B;103;1164722;9;20201019 01:06;;;20;LAKESIDE DR;KANAHOOKA;2530;556.5;M;20200822;20201012;669000;R2;R;RESIDENCE;;AAY;;0;AQ465685;
C;103;1164722;9;20201019 01:06;536/219300;
D;103;1164722;9;20201019 01:06;P;;;;;;
D;103;1164722;9;20201019 01:06;V;;;;;;
B;103;1173138;10;20201019 01:06;;;3;MYEE ST;KANAHOOKA;2530;720.8;M;20200828;20201009;578000;R2;R;RESIDENCE;;AAY;;0;AQ460522;
C;103;1173138;10;20201019 01:06;63/202483;
D;103;1173138;10;20201019 01:06;P;;;;;;
D;103;1173138;10;20201019 01:06;V;;;;;;
D;103;1173138;10;20201019 01:06;V;;;;;;
B;103;1173324;11;20201019 01:06;;;26;NARELLE CRES;WOONONA;2517;556.4;M;20200731;20201014;380000;R2;R;RESIDENCE;;AAJ;;0;AQ471092;
C;103;1173324;11;20201019 01:06;35/240029;
D;103;1173324;11;20201019 01:06;P;;;;;;
D;103;1173324;11;20201019 01:06;V;;;;;;
D;103;1173324;11;20201019 01:06;V;;;;;;
B;103;1194405;12;20201019 01:06;;;38;TOORAK AVE;MANGERTON;2500;689.2;M;20200828;20201009;615000;R2;R;RESIDENCE;;ABJ;;0;AQ460705;
C;103;1194405;12;20201019 01:06;204/24688;
D;103;1194405;12;20201019 01:06;P;;;;;;
D;103;1194405;12;20201019 01:06;P;;;;;;
D;103;1194405;12;20201019 01:06;V;;;;;;
B;103;1173683;13;20201019 01:06;;5;64;NEW DAPTO RD;WOLLONGONG;2500;;;20200918;20201014;206000;;R;RESIDENCE;5;;;0;AQ471152;
C;103;1173683;13;20201019 01:06;5/SP18451;
D;103;1173683;13;20201019 01:06;P;;;;;;
D;103;1173683;13;20201019 01:06;V;;;;;;
B;103;1186743;14;20201019 01:06;;;38;SANDALWOOD RD;FARMBOROUGH HEIGHTS;2526;1809;M;20200911;20201009;665000;R2;R;RESIDENCE;;AAX;;0;AQ460239;
C;103;1186743;14;20201019 01:06;1122/838464;
D;103;1186743;14;20201019 01:06;P;;;;;;
D;103;1186743;14;20201019 01:06;P;;;;;;
D;103;1186743;14;20201019 01:06;V;;;;;;
B;103;1189433;15;20201019 01:06;;1;29;SPRING ST;MOUNT KEIRA;2500;;;20200923;20201015;365000;;R;RESIDENCE;1;;;0;AQ474148;
C;103;1189433;15;20201019 01:06;1/SP20430;
